subject,hemi,ROI,fwhm,fwhm_upper,fwhm_lower,fwhm_central5,fwhm_central10,fwhm_contra,fwhm_ipsi,fwhm_upperContra,fwhm_lowerContra,fwhm_upperIpsi,fwhm_lowerIpsi,CoM_x,CoM_y,centerX,centerY,includedvox,totalvox,proportion20
ENK05/ENK05_190317_19993_time_03_1,lh,MOG_places,25.90582946,63.7593985,36.2406015,1.954887218,38.27067669,100,0,63.7593985,36.2406015,0,0,10.57590389,-1.60746932,10.42005611,1.425455542,580,694,0.83573487
CLC06/CLC06_190912_21275_time_04_1,lh,MOG_places,24.99799594,19.09385113,80.90614887,8.656957929,53.88349515,100,0,19.09385113,80.90614887,0,0,6.203892231,-8.085546494,8.327765081,-3.188875515,715,769,0.942782835
ED07/ED07_190914_21286_time_04_1,lh,MOG_places,16.46756726,37.87313433,62.12686567,25.93283582,99.44029851,100,0,37.87313433,62.12686567,0,0,6.07233572,-1.623755217,6.056046592,-0.787924188,1111,1161,0.956933678
ENK05/ENK05_191208_21930_time_04_1,lh,MOG_places,10.19180589,0,100,0,86.47342995,100,0,0,100,0,0,4.814994335,-5.439040661,5.826639768,-5.85183173,155,168,0.988095238
INW06/INW06_191103_21656_time_04_1,lh,MOG_places,23.39364968,24.72324723,75.27675277,8.025830258,56.18081181,100,0,24.72324723,75.27675277,0,0,6.329356194,-3.861816883,8.498128747,-2.395638445,1286,1434,0.926778243
RJ09/RJ09_190914_21289_time_04_1,lh,MOG_places,21.19097977,17.28395062,82.71604938,13.46801347,71.15600449,100,0,17.28395062,82.71604938,0,0,7.093966484,-2.406494379,7.168364227,-2.870736999,291,295,0.986440678
AOK07/AOK07_191207_21927_time_04_1,lh,MOG_places,22.78584884,8.26848249,91.73151751,0.778210117,40.95330739,100,0,8.26848249,91.73151751,0,0,8.392299652,-4.233857632,9.38930239,-4.141770225,484,487,0.993839836
CS11/CS11_190203_19652_time_03_1,lh,MOG_places,22.13423912,5.960945529,94.03905447,15.62178828,71.94244604,100,0,5.960945529,94.03905447,0,0,6.475019932,-3.934490919,6.172023258,-4.342931991,680,760,0.894736842
GEJA09/GEJA09_190921_21343_time_04_1,lh,MOG_places,18.17613755,100,0,0,45.57926829,100,0,100,0,0,0,6.862752914,5.459482193,7.643556014,6.358950004,39,39,1
MDT09/MDT09_191006_21450_time_03_1,lh,MOG_places,21.44445382,65.63876652,34.36123348,22.68722467,83.81057269,100,0,65.63876652,34.36123348,0,0,6.007525921,-1.925579906,6.471447765,1.380892202,816,859,0.949941793
DAPA10/DAPA10_190112_19476_time_03_1,lh,MOG_places,19.33045486,38.78378378,61.21621622,36.08108108,99.72972973,100,0,38.78378378,61.21621622,0,0,4.651211739,-1.834626079,5.223240536,-0.851382602,1025,1043,0.984659636
STM10/STM10_190903_21220_time_03_1,lh,MOG_places,27.97197023,36.75710594,63.24289406,7.687338501,46.44702842,100,0,36.75710594,63.24289406,0,0,7.842417717,3.640467882,9.404494546,-1.450884036,573,606,0.945544554
DAPA10/DAPA10_191012_21490_time_04_1,lh,MOG_places,16.52340901,21.11111111,78.88888889,35.74074074,100,100,0,21.11111111,78.88888889,0,0,5.387308121,-2.371108055,4.983730737,-1.962577649,1028,1055,0.978199052
CGSA11/CGSA11_190921_21340_time_04_1,lh,MOG_places,19.00759264,3.776223776,96.22377622,12.44755245,76.36363636,100,0,3.776223776,96.22377622,0,0,3.801809788,-2.434849501,6.481653156,-3.962060427,471,476,1
OS12/OS12_190725_20947_time_06_1,lh,MOG_places,19.44878096,63.51531292,36.48468708,8.521970706,68.84154461,100,0,63.51531292,36.48468708,0,0,7.422885418,1.417221308,8.117018449,1.044236929,951,1084,0.893911439
CR24,lh,MOG_places,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CS22,lh,MOG_places,21.07347698,0,100,0,39.11060433,100,0,0,100,0,0,7.013962746,-4.022402287,7.660176638,-7.056181159,402,547,0.734917733
EM,lh,MOG_places,17.99576058,0,100,14.33021807,82.39875389,94.70404984,0,0,94.70404984,0,5.295950156,4.562124252,-6.586961269,3.610318251,-6.362573531,60,60,1
ES,lh,MOG_places,26.76199151,51.9379845,48.0620155,11.13460183,54.61592671,100,0,51.9379845,48.0620155,0,0,7.255944252,-1.175945282,8.705334651,0.191887019,702,1269,0.564223798
GB23,lh,MOG_places,24.25116261,66.17900172,33.82099828,0.860585198,37.52151463,100,0,66.17900172,33.82099828,0,0,7.182358742,1.488389969,10.51771638,1.546851187,176,225,0.782222222
JEW23,lh,MOG_places,29.26061985,42.71386431,57.28613569,16.22418879,58.9380531,100,0,42.71386431,57.28613569,0,0,8.645817757,3.738810062,7.946271938,-0.842070786,304,505,0.601980198
JP23,lh,MOG_places,14.05192173,0,100,31.29770992,100,100,0,0,100,0,0,5.023072243,-4.490988255,4.227401892,-3.744706843,622,629,0.992050874
JW,lh,MOG_places,-5.759021793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.017336369,-4.288309097,5.490191261,-5.853284253,41,41,1
KM25,lh,MOG_places,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MG,lh,MOG_places,23.96753292,82.95254833,17.04745167,1.58172232,40.68541301,100,0,82.95254833,17.04745167,0,0,9.401659966,3.786827326,9.769919438,3.273852233,184,192,0.958333333
MJH25,lh,MOG_places,22.12335919,82.88659794,17.11340206,19.3814433,77.83505155,100,0,82.88659794,17.11340206,0,0,5.471728802,1.27844739,6.336070995,3.026039819,231,248,0.931451613
MN,lh,MOG_places,12.88155646,0,100,44.95412844,100,100,0,0,100,0,0,3.379081964,-2.740268946,3.410688326,-3.434040315,281,284,0.996478873
MW23,lh,MOG_places,19.76916255,0,100,0,42.04398448,100,0,0,100,0,0,6.85295105,-7.069400787,7.598628033,-6.839993884,493,534,0.923220974
MZ23,lh,MOG_places,24.6846505,31.53526971,68.46473029,16.68049793,68.13278008,100,0,31.53526971,68.46473029,0,0,6.871079445,0.393548071,7.35534548,-1.84089305,128,130,0.984615385
NAV22,lh,MOG_places,25.24879908,18.70047544,81.29952456,11.41045959,58.08240887,100,0,18.70047544,81.29952456,0,0,7.4193964,-3.161841869,7.847692564,-3.251770578,643,845,0.816568047
NC24,lh,MOG_places,25.06688708,26.74698795,73.25301205,4.738955823,45.78313253,100,0,26.74698795,73.25301205,0,0,7.634345531,-2.807241201,9.467084366,-2.322082111,794,847,0.950413223
SP,lh,MOG_places,22.62975151,15.03461919,84.96538081,5.736894164,53.41246291,100,0,15.03461919,84.96538081,0,0,7.494306564,-4.441141129,8.521226045,-3.278373987,577,634,0.910094637
ST25,lh,MOG_places,22.60892763,6.831683168,93.16831683,21.18811881,78.41584158,99.30693069,0,6.831683168,92.47524752,0,0.693069307,5.906870842,-4.327204704,5.376518553,-4.284543397,996,1015,0.98817734
TH,lh,MOG_places,24.42161503,0.850340136,99.14965986,16.49659864,67.85714286,95.91836735,0,0.850340136,95.06802721,0,4.081632653,4.598240376,-3.139737129,5.048416876,-5.718772557,632,650,0.972307692
TL24,lh,MOG_places,26.73452364,32.22143364,67.77856636,14.26543648,60.11355571,100,0,32.22143364,67.77856636,0,0,8.151648521,-1.893126726,7.902644433,-1.886390228,278,283,0.982332155
JG24,lh,MOG_places,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MSH28,lh,MOG_places,19.47968836,57.74834437,42.25165563,0,41.7218543,100,0,57.74834437,42.25165563,0,0,6.637256622,-2.246046782,10.25691095,0.596456698,769,855,0.905263158
KG22,lh,MOG_places,12.52872087,0,100,0,57.5562701,100,0,0,100,0,0,5.036216259,-6.961334229,6.433719251,-6.887756093,441,447,0.997762864
VN26,lh,MOG_places,16.8819854,17.61565836,82.38434164,0,15.83629893,100,0,17.61565836,82.38434164,0,0,8.271996498,-2.981594324,12.04023364,-2.248925455,306,360,0.922222222
DRS22,lh,MOG_places,21.02468676,28.16419612,71.83580388,0,32.15507412,100,0,28.16419612,71.83580388,0,0,7.409957409,-3.588004351,10.93645149,-1.846283266,789,808,0.985148515
MBA24,lh,MOG_places,26.0979845,46.97193501,53.02806499,15.8788774,63.66322009,100,0,46.97193501,53.02806499,0,0,6.045347214,-3.00686717,7.832324418,-0.298582811,700,768,0.92578125
DF,lh,MOG_places,22.67019357,46.26719057,53.73280943,6.679764244,56.09037328,100,0,46.26719057,53.73280943,0,0,7.170153618,-3.856392384,8.921584722,-0.321214961,1123,1349,0.861378799
ENK05/ENK05_190317_19993_time_03_1,rh,pFus_faces,10.95481007,27.00421941,72.99578059,59.07172996,100,100,0,27.00421941,72.99578059,0,0,-4.112295151,-1.191474557,-4.195402253,-0.997496177,64,64,1
ED07/ED07_190914_21286_time_04_1,rh,pFus_faces,17.6148225,19.64285714,80.35714286,70.29220779,100,75,0,15.90909091,59.09090909,3.733766234,21.26623377,-2.500486851,-1.44115448,-1.769360135,-2.203497703,408,513,0.808966862
ENK05/ENK05_191208_21930_time_04_1,rh,pFus_faces,24.54775081,5.695142379,94.30485762,32.91457286,89.44723618,74.87437186,0,5.27638191,69.59798995,0.418760469,24.70686767,-2.19277668,-4.604698181,-2.469765906,-4.841283613,352,369,0.953929539
INW06/INW06_191103_21656_time_04_1,rh,pFus_faces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RJ09/RJ09_190914_21289_time_04_1,rh,pFus_faces,29.46567687,58.44004657,41.55995343,29.62747381,79.10360885,92.78230501,0,53.72526193,39.05704307,4.714784633,2.502910361,-7.505013943,-0.548425734,-5.545645893,0.981071292,119,305,0.390163934
AOK07/AOK07_191207_21927_time_04_1,rh,pFus_faces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CS11/CS11_190203_19652_time_03_1,rh,pFus_faces,18.36848692,2.3988006,97.6011994,29.83508246,97.15142429,98.8005997,0,2.3988006,96.4017991,0,1.1994003,-3.351417065,-2.773808718,-4.267433112,-4.042379114,79,79,1
GEJA09/GEJA09_190921_21343_time_04_1,rh,pFus_faces,25.89843676,28.42105263,71.57894737,48.64661654,100,72.48120301,0,21.42857143,51.05263158,6.992481203,20.52631579,-1.92700851,-1.1698879,-2.340514816,-2.247828119,225,331,0.679758308
MDT09/MDT09_191006_21450_time_03_1,rh,pFus_faces,24.78670153,58.43621399,41.56378601,36.13168724,92.83950617,94.65020576,0,54.89711934,39.75308642,3.53909465,1.810699588,-2.743443489,-0.45844388,-4.952154455,0.835453125,158,159,0.993710692
DAPA10/DAPA10_190112_19476_time_03_1,rh,pFus_faces,19.50471675,54.25531915,45.74468085,79.65425532,100,71.54255319,0,38.69680851,32.84574468,15.55851064,12.89893617,-2.358011961,-1.788195133,-1.681492615,0.327560826,125,130,0.961538462
STM10/STM10_190903_21220_time_03_1,rh,pFus_faces,22.31390376,89.05775076,10.94224924,12.46200608,66.97061803,100,0,89.05775076,10.94224924,0,0,-4.917562485,0.7490924,-7.034499139,3.728654042,157,158,0.993670886
DAPA10/DAPA10_191012_21490_time_04_1,rh,pFus_faces,23.6031739,67.15063521,32.84936479,62.61343013,100,65.24500907,0,43.28493648,21.9600726,23.86569873,10.8892922,-4.601711273,0.756937981,-1.411906796,1.605369318,119,138,0.862318841
CGSA11/CGSA11_190921_21340_time_04_1,rh,pFus_faces,14.18545079,0,100,5.012531328,85.21303258,100,0,0,100,0,0,-4.57877636,-6.053206921,-4.495098636,-6.283007774,148,155,0.95483871
OS12/OS12_190725_20947_time_06_1,rh,pFus_faces,29.88337988,17.38391846,82.61608154,35.39071348,87.42921857,67.95016988,0,12.85390713,55.09626274,4.530011325,27.5198188,-3.524178505,-0.885452032,-2.131753542,-4.03609519,488,770,0.646753247
CR24,rh,pFus_faces,33.54577452,58.7628866,41.2371134,35.32048409,97.44509189,64.27610937,0,37.47198566,26.80412371,21.29090094,14.43298969,-3.703911066,-0.954157114,-1.898682427,1.148988803,316,382,0.827225131
CS22,rh,pFus_faces,26.96262039,45.25294525,54.74705475,16.90921691,63.82536383,100,0,45.25294525,54.74705475,0,0,-8.888841629,0.376396894,-7.697580699,-0.504536051,449,656,0.727134146
EM,rh,pFus_faces,30.71572428,45.04021448,54.95978552,25.63002681,71.95710456,95.17426273,0,43.10991957,52.06434316,1.930294906,2.895442359,-6.919939041,-0.821743608,-6.219021037,-0.590965807,778,796,0.977386935
ES,rh,pFus_faces,29.97327824,58.11870101,41.88129899,35.49832027,87.40201568,85.16237402,0,48.99216125,36.17021277,9.126539754,5.711086226,-2.999134302,-0.005397441,-4.420151643,0.956397077,254,558,0.456989247
GB23,rh,pFus_faces,18.10115769,52.99539171,47.00460829,46.39016897,100,100,0,52.99539171,47.00460829,0,0,-4.262319088,0.852647364,-4.498088727,0.202814135,138,243,0.567901235
JEW23,rh,pFus_faces,29.07646975,47.15739078,52.84260922,41.77139437,96.28964692,79.89228007,0,37.82166367,42.0706164,9.33572711,10.77199282,-1.389251828,-2.192949057,-3.575886369,-0.321879152,193,206,0.936893204
JP23,rh,pFus_faces,30.28677249,12.5,87.5,29.5154185,78.30396476,73.1277533,0,10.35242291,62.7753304,2.147577093,24.7246696,-4.894346714,-4.047945976,-2.803790011,-4.814369108,750,983,0.763987792
JW,rh,pFus_faces,19.71725887,41.92708333,58.07291667,78.38541667,100,28.90625,0,11.84895833,17.05729167,30.078125,41.015625,-1.190683842,-2.265639544,1.643393434,-0.62924065,502,575,0.876521739
KM25,rh,pFus_faces,20.35487497,98.90909091,1.090909091,30.54545455,94.3030303,88.24242424,0,87.15151515,1.090909091,11.75757576,0,-2.619068146,-0.079081208,-3.322534832,4.735743047,264,310,0.870967742
MG,rh,pFus_faces,19.26556557,65.66757493,34.33242507,45.23160763,100,98.22888283,0,64.16893733,34.0599455,1.498637602,0.272479564,-4.644697189,-1.247912884,-4.327675618,1.19272144,105,153,0.68627451
MJH25,rh,pFus_faces,33.93732901,36.26806833,63.73193167,34.51598774,96.62724485,40.07884363,0,14.23565484,25.84318879,22.03241349,37.88874288,-3.242152929,-0.240721747,1.322433729,-1.837957381,301,489,0.615541922
MN,rh,pFus_faces,29.62733156,17.14614499,82.85385501,36.47871116,89.06789413,65.01726122,0,12.02531646,52.99194476,5.120828539,29.86191024,-2.037653208,-3.121170759,-1.754683692,-4.025093557,36,37,1
MW23,rh,pFus_faces,30.61031497,33.8362069,66.1637931,42.45689655,99.51508621,62.87715517,0,21.71336207,41.1637931,12.12284483,25,-1.150254607,-1.297378421,-1.558283768,-1.974687905,542,583,0.929674099
MZ23,rh,pFus_faces,23.14287812,79.36210131,20.63789869,31.61350844,90.15009381,96.34146341,0,75.70356473,20.63789869,3.658536585,0,-2.640313387,2.315975428,-4.882687818,2.784566458,112,120,0.933333333
NAV22,rh,pFus_faces,21.64563779,80.47464941,19.52535059,13.70010787,70.33441208,100,0,80.47464941,19.52535059,0,0,-9.208540916,3.77886343,-7.273965882,2.710059674,157,159,0.987421384
NC24,rh,pFus_faces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SP,rh,pFus_faces,19.598561,31.14323259,68.85676741,77.79237845,100,64.25755585,0,20.63074901,43.62680683,10.51248357,25.22996058,-2.989933252,-1.371590376,-1.10273782,-1.459037668,746,827,0.903264813
ST25,rh,pFus_faces,25.26381667,36.83794466,63.16205534,62.29249012,100,50.98814229,0,18.89328063,32.09486166,17.94466403,31.06719368,-5.396254539,-0.953469515,-0.108389061,-1.328427712,306,473,0.657505285
TH,rh,pFus_faces,29.7890548,32.93515358,67.06484642,36.34812287,88.79408419,81.74061433,0,27.81569966,53.92491468,5.119453925,13.13993174,-2.721415997,-2.811094999,-3.892543988,-2.011342282,289,534,0.558052434
TL24,rh,pFus_faces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JG24,rh,pFus_faces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MSH28,rh,pFus_faces,15.5160429,15.33613445,84.66386555,11.55462185,89.07563025,100,0,15.33613445,84.66386555,0,0,-6.098581791,-2.418177366,-6.90680898,-2.279574035,141,197,0.715736041
KG22,rh,pFus_faces,12.40737336,23.68421053,76.31578947,47.36842105,100,100,0,23.68421053,76.31578947,0,0,-4.572397709,-1.063764453,-4.604230636,-1.339216431,42,42,1
VN26,rh,pFus_faces,21.65706416,6.451612903,93.5483871,15.16129032,72.68817204,100,0,6.451612903,93.5483871,0,0,-3.707427025,-4.303795815,-6.300364059,-4.173332644,252,283,0.890459364
DRS22,rh,pFus_faces,26.81682181,29.68421053,70.31578947,32.77192982,86.24561404,91.57894737,0,28.14035088,63.43859649,1.543859649,6.877192982,-3.398121119,-0.064223513,-4.852020241,-2.151518403,287,308,0.931818182
MBA24,rh,pFus_faces,12.05995922,5.244755245,94.75524476,75.52447552,100,95.45454545,0,5.244755245,90.20979021,0,4.545454545,-2.3279984,-1.966000676,-2.465377468,-2.425571127,68,69,0.985507246
DF,rh,pFus_faces,28.33615224,66.66666667,33.33333333,49.49685535,100,59.93710692,0,39.62264151,20.31446541,27.04402516,13.01886792,-3.207362413,-0.189145789,-1.124557044,1.870073281,244,273,0.901098901
ENK05/ENK05_190317_19993_time_03_1,rh,mFus_faces,30.40336389,36.78474114,63.21525886,35.69482289,87.52043597,82.61580381,0,31.11716621,51.4986376,5.667574932,11.71662125,-4.748454094,-2.11230588,-4.100674197,-1.582636079,176,177,0.994350282
CLC06/CLC06_190912_21275_time_04_1,rh,mFus_faces,19.73280491,60.10362694,39.89637306,71.50259067,100,77.07253886,0,45.7253886,31.34715026,14.37823834,8.549222798,-1.841523767,0.021669131,-2.180903981,0.765788786,116,165,0.703030303
ED07/ED07_190914_21286_time_04_1,rh,mFus_faces,13.61370197,45.65217391,54.34782609,100,100,28.5326087,0,12.77173913,15.76086957,32.88043478,38.58695652,0.727646291,0.202067226,1.170994479,-0.247186388,45,83,0.542168675
ENK05/ENK05_191208_21930_time_04_1,rh,mFus_faces,32.22896192,25.88807786,74.11192214,37.61557178,91.77615572,60.77858881,0,16.25304136,44.52554745,9.635036496,29.5863747,-2.018284082,-4.06297493,-1.354219306,-3.142698573,71,72,0.986111111
INW06/INW06_191103_21656_time_04_1,rh,mFus_faces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RJ09/RJ09_190914_21289_time_04_1,rh,mFus_faces,14.59976235,63.59338061,36.40661939,90.78014184,100,82.74231678,0,52.00945626,30.73286052,11.58392435,5.673758865,-2.525430441,0.87685436,-1.962896418,0.782920743,35,165,0.266666667
AOK07/AOK07_191207_21927_time_04_1,rh,mFus_faces,29.64899073,87.5,12.5,32.43087558,83.1797235,67.51152074,0,58.12211982,9.389400922,29.37788018,3.110599078,-1.179199338,3.517613888,-2.072380906,4.687558837,309,407,0.759213759
CS11/CS11_190203_19652_time_03_1,rh,mFus_faces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GEJA09/GEJA09_190921_21343_time_04_1,rh,mFus_faces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDT09/MDT09_191006_21450_time_03_1,rh,mFus_faces,13.64108817,46.32152589,53.67847411,100,100,70.29972752,0,32.97002725,37.32970027,13.35149864,16.34877384,-1.272422433,-0.170335248,-1.126741739,-0.191409147,12,51,0.235294118
DAPA10/DAPA10_190112_19476_time_03_1,rh,mFus_faces,19.52492736,32.75862069,67.24137931,55.17241379,100,90.31830239,0,30.50397878,59.81432361,2.25464191,7.427055703,-1.641222954,-1.221231699,-3.395261458,-1.344582474,119,127,0.960629921
STM10/STM10_190903_21220_time_03_1,rh,mFus_faces,22.62801976,85.62992126,14.37007874,46.45669291,100,74.11417323,0,62.30314961,11.81102362,23.32677165,2.559055118,-2.79945755,-0.35169965,-2.214606284,3.374366051,262,292,0.897260274
DAPA10/DAPA10_191012_21490_time_04_1,rh,mFus_faces,13.37636571,60.50420168,39.49579832,56.02240896,100,100,0,60.50420168,39.49579832,0,0,-4.730819225,1.910037637,-4.229401596,0.569056903,37,46,0.804347826
CGSA11/CGSA11_190921_21340_time_04_1,rh,mFus_faces,9.370436242,0,100,34.85714286,100,100,0,0,100,0,0,-4.407044411,-4.217160225,-3.992812844,-3.631797147,29,80,0.425
OS12/OS12_190725_20947_time_06_1,rh,mFus_faces,16.51626617,0,100,30,100,3.888888889,0,0,3.888888889,0,96.11111111,2.674491405,-4.271286964,3.451625996,-4.612584463,10,148,0.067567568
CR24,rh,mFus_faces,29.3433723,45.83821805,54.16178195,45.60375147,100,71.80539273,0,33.05978898,38.74560375,12.77842907,15.41617819,-2.091771364,-0.648013473,-2.582344198,-0.49219521,261,607,0.429983526
CS22,rh,mFus_faces,15.83980478,54.34343434,45.65656566,59.39393939,100,100,0,54.34343434,45.65656566,0,0,-3.029318571,0.103503451,-3.833067097,0.291432589,45,321,0.140186916
EM,rh,mFus_faces,26.11910337,18.78698225,81.21301775,47.4112426,100,52.66272189,0,10.0591716,42.6035503,8.727810651,38.60946746,-1.562521577,-2.459471464,-0.281875385,-3.36747092,598,793,0.754098361
ES,rh,mFus_faces,19.61668047,21.21212121,78.78787879,55.59947299,100,84.05797101,0,19.23583663,64.82213439,1.976284585,13.9657444,-2.546427488,-1.814888,-2.789092814,-2.282834084,13,155,0.083870968
GB23,rh,mFus_faces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JEW23,rh,mFus_faces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JP23,rh,mFus_faces,30.42585321,12.46582832,87.53417168,29.30563149,77.80207764,73.42810279,0,10.33351558,63.09458721,2.132312739,24.43958447,-5.577494621,-4.4835186,-2.870424346,-4.82542268,467,662,0.705438066
JW,rh,mFus_faces,18.4369716,9.063893016,90.93610698,46.65676077,100,88.70728083,0,9.063893016,79.64338782,0,11.29271917,-1.018851519,-2.871338606,-3.071395267,-3.247851871,329,409,0.811735941
KM25,rh,mFus_faces,18.45877945,69.88130564,30.11869436,57.12166172,100,91.54302671,0,63.05637982,28.48664688,6.824925816,1.632047478,-3.888616562,2.734523296,-3.346269834,1.478518997,238,312,0.775641026
MG,rh,mFus_faces,21.61328326,13.41991342,86.58008658,55.19480519,100,46.21212121,0,5.952380952,40.25974026,7.467532468,46.32034632,-0.734113574,-2.21837306,0.323848572,-3.325504726,343,367,0.934604905
MJH25,rh,mFus_faces,31.36858709,40.9650924,59.0349076,40.45174538,97.48459959,69.96919918,0,29.00410678,40.9650924,11.96098563,18.0698152,-1.932309866,-1.959268093,-2.506056658,-1.111311133,181,384,0.471354167
MN,rh,mFus_faces,13.84512218,3.439153439,96.56084656,51.05820106,100,100,0,3.439153439,96.56084656,0,0,-3.902417898,-2.357196569,-3.441032094,-2.9571725,125,171,0.736842105
MW23,rh,mFus_faces,22.91298066,37.75216138,62.24783862,36.98366955,96.06147935,96.82997118,0,36.98366955,59.84630163,0.768491835,2.401536984,-2.085422039,-2.228627682,-4.916121358,-1.097988258,229,243,0.942386831
MZ23,rh,mFus_faces,15.29596017,64.65517241,35.34482759,95.25862069,100,72.19827586,0,46.12068966,26.07758621,18.53448276,9.267241379,-1.951988101,0.641694009,-1.396382166,0.841685257,73,75,0.986666667
NAV22,rh,mFus_faces,23.12273307,73.95437262,26.04562738,54.46768061,100,73.66920152,0,53.51711027,20.15209125,20.43726236,5.893536122,-5.562686443,2.70592761,-2.204836152,2.249141881,609,741,0.821862348
NC24,rh,mFus_faces,25.74045606,55.70007651,44.29992349,34.73603673,90.43611324,94.33817904,0,52.33358837,42.00459067,3.366488141,2.295332823,-2.855329514,-0.4817518,-5.066362094,0.59207592,268,281,0.953736655
SP,rh,mFus_faces,29.89538823,36.54279279,63.45720721,42.17342342,96.79054054,73.31081081,0,27.36486486,45.94594595,9.177927928,17.51126126,-3.275519609,-1.519971371,-2.815090039,-1.586020989,665,782,0.850383632
ST25,rh,mFus_faces,25.92507739,71.97595793,28.02404207,48.45980466,100,72.50187829,0,51.38993238,21.11194591,20.58602554,6.912096168,-2.61487937,-0.000341225,-2.330466991,2.291944299,255,353,0.728045326
TH,rh,mFus_faces,17.62536865,24.67320261,75.32679739,80.39215686,100,66.33986928,0,16.99346405,49.34640523,7.679738562,25.98039216,0.399190009,-2.306530714,-1.124906271,-1.799001957,225,362,0.624309392
JG24,rh,mFus_faces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MSH28,rh,mFus_faces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KG22,rh,mFus_faces,13.49204126,24.16666667,75.83333333,100,100,62.5,0,15.55555556,46.94444444,8.611111111,28.88888889,-1.35363698,-0.539937079,-0.693515168,-1.425729084,30,113,0.300884956
VN26,rh,mFus_faces,11.13455656,0,100,40.48582996,100,100,0,0,100,0,0,-3.203696728,-4.176688671,-2.987791843,-4.166190296,23,25,0.92
DRS22,rh,mFus_faces,15.80324562,37.34939759,62.65060241,17.87148594,95.18072289,100,0,37.34939759,62.65060241,0,0,-5.716445923,-1.319275975,-6.652383257,-0.799382485,23,37,0.621621622
MBA24,rh,mFus_faces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DF,rh,mFus_faces,33.959219,48.11237928,51.88762072,34.59174715,99.42932397,63.03775241,0,30.37752414,32.66022827,17.73485514,19.22739245,-2.096372366,-0.823232591,-1.747451532,-0.23917752,218,343,0.638483965
ENK05/ENK05_190317_19993_time_03_1,rh,OTS_bodies,30.69188405,33.18988704,66.81011296,35.93329747,87.89671867,80.20441097,0,27.48789672,52.71651425,5.701990317,14.09359871,-5.69968605,-3.322978497,-3.795754298,-2.049533014,126,152,0.828947368
CLC06/CLC06_190912_21275_time_04_1,rh,OTS_bodies,14.52141693,0,100,61.09785203,100,58.94988067,0,0,58.94988067,0,41.05011933,-0.854335845,-2.874263525,-0.524914751,-3.836245428,55,95,0.578947368
ED07/ED07_190914_21286_time_04_1,rh,OTS_bodies,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENK05/ENK05_191208_21930_time_04_1,rh,OTS_bodies,25.72337405,17.12538226,82.87461774,31.19266055,86.00917431,89.52599388,0,16.66666667,72.85932722,0.458715596,10.01529052,-1.758547902,-5.270547867,-4.354718026,-3.495740218,72,111,0.657657658
INW06/INW06_191103_21656_time_04_1,rh,OTS_bodies,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RJ09/RJ09_190914_21289_time_04_1,rh,OTS_bodies,27.61991095,53.34215751,46.65784249,26.67107876,77.5645268,97.94837856,0,52.15089345,45.79748511,1.191264064,0.860357379,-8.306735992,-1.0099895,-6.126821959,0.378024143,136,389,0.349614396
AOK07/AOK07_191207_21927_time_04_1,rh,OTS_bodies,25.37808716,77.97010228,22.02989772,28.87490165,83.79228954,95.27930763,0,73.40676633,21.87254131,4.563335956,0.157356412,-4.677924633,3.449982882,-5.155957367,2.869405142,35,38,0.921052632
CS11/CS11_190203_19652_time_03_1,rh,OTS_bodies,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
