sub,ROI,hemi,CenterXs,CenterYs,FWHMs,FWHM_radius,size
AOK07/AOK07_191207_21927_time_04_1,MTG_limbs,rh,-4.089635196,-4.876441947,12.06076082,6.03038041,119.32
CS11/CS11_190203_19652_time_03_1,MTG_limbs,rh,1.685242921,3.247977994,15.07377976,7.536889878,78.89948
GEJA09/GEJA09_190921_21343_time_04_1,MTG_limbs,rh,-11.8069672,-1.881134031,16.27941937,8.139709684,79.94379
MDT09/MDT09_191006_21450_time_03_1,pSTS_faces,rh,-4.877182613,-2.810357166,8.586892015,4.293446008,23.38134
DAPA10/DAPA10_190112_19476_time_03_1,pSTS_faces,rh,-2.33989387,-3.029221516,9.275208961,4.63760448,13.76186
DAPA10/DAPA10_190112_19476_time_03_1,MTG_limbs,rh,-3.280541023,-9.220219597,9.101207718,4.550603859,13.55615
STM10/STM10_190903_21220_time_03_1,pSTS_faces,rh,-8.422237943,3.760546396,13.4882762,6.744138101,51.24707
STM10/STM10_190903_21220_time_03_1,MTG_limbs,rh,-7.790391184,0.296655678,12.73317728,6.366588642,33.19804
DAPA10/DAPA10_191012_21490_time_04_1,MTG_limbs,rh,-9.570579929,0.247834192,9.049509351,4.524754675,12.5061
CGSA11/CGSA11_190921_21340_time_04_1,MTG_limbs,rh,-12.24992663,-8.439116612,9.587652839,4.79382642,31.56023
OS12/OS12_190725_20947_time_06_1,MTG_limbs,rh,-13.94732469,-2.033742005,8.560313696,4.280156848,78.10866
CR24,MTG_limbs,rh,-8.81782103,-10.08041628,6.686842925,3.343421463,21.63203
CS22,MTG_limbs,rh,-3.180643964,-5.060766459,18.10855308,9.054276539,28.09596
EM,pSTS_faces,rh,-8.346554766,1.1049658,10.7691777,5.384588849,17.07089
EM,MTG_limbs,rh,-8.653062465,-4.677825421,18.51605663,9.258028316,20.85859
ES,MTG_limbs,rh,-11.59711593,4.433239464,17.56076063,8.780380313,42.73766
GB23,pSTS_faces,rh,-10.67632489,6.852859923,14.82694778,7.413473889,38.96847
GB23,MTG_limbs,rh,-3.620136129,1.848094489,13.99181848,6.99590924,63.00539
JEW23,MTG_limbs,rh,-5.578030974,-9.16504085,13.85748147,6.928740737,20.77676
JP23,MTG_limbs,rh,-1.126283882,-6.474199722,19.83902418,9.91951209,33.93671
JW,MTG_limbs,rh,-6.889057054,-1.964429823,21.04499276,10.52249638,70.77916
KM25,MTG_limbs,rh,-15.76920151,4.302933182,6.061702882,3.030851441,23.28848
MG,MTG_limbs,rh,-5.081952285,-4.600072858,12.91275884,6.456379422,17.48958
MJH25,pSTS_faces,rh,-0.263715023,0.445881954,6.472983789,3.236491894,14.90574
MJH25,MTG_limbs,rh,-7.692560728,-8.359588613,14.27569916,7.137849581,16.14601
MN,MTG_limbs,rh,-6.745660478,-0.117170463,12.43613571,6.218067857,16.33386
MW23,pSTS_faces,rh,-1.182897527,-2.547838376,13.0452324,6.522616198,10.4146
MW23,MTG_limbs,rh,-6.169081564,-4.496095099,17.17332879,8.586664394,13.70108
MZ23,MTG_limbs,rh,-9.796386173,0.886462749,15.96997112,7.984985561,24.11294
NAV22,MTG_limbs,rh,-9.826732698,1.001083835,8.156753632,4.078376816,19.02529
NC24,MTG_limbs,rh,3.774190348,-1.989943356,16.39861435,8.199307176,17.14885
SP,pSTS_faces,rh,-10.88595148,10.49331742,5.928301535,2.964150767,16.0431
SP,MTG_limbs,rh,-7.101072968,2.458363582,10.30563814,5.152819071,13.88441
ST25,MTG_limbs,rh,-9.570090998,-0.416478231,11.72500448,5.86250224,16.09199
TH,pSTS_faces,rh,-3.754976511,-5.384278933,5.665611522,2.832805761,8.847566
TH,MTG_limbs,rh,-2.959127251,-7.393115954,15.10450535,7.552252676,21.90037
TL24,pSTS_faces,rh,13.4084627,-0.989138592,9.055884515,4.527942258,8.946656
TL24,MTG_limbs,rh,-6.270010161,-7.433052342,17.44980554,8.72490277,17.6352
JG24,pSTS_faces,rh,2.367873101,1.831566318,2.975973012,1.487986506,4.43778
JG24,MTG_limbs,rh,0.169576837,6.765141422,17.99920101,8.999600503,53.83173
MSH28,MTG_limbs,rh,-9.885189601,-4.915838154,20.89631786,10.44815893,39.26367
KG22,MTG_limbs,rh,-9.002567349,5.089007569,9.665028002,4.832514001,24.01093
VN26,pSTS_faces,rh,-8.824669593,-1.709616684,8.133733372,4.066866686,18.70539
VN26,MTG_limbs,rh,-6.502460203,-8.712016055,8.418340063,4.209170031,12.93856
DRS22,MTG_limbs,rh,-9.17617208,1.710317132,14.85520094,7.427600468,19.40569
MBA24,MTG_limbs,rh,-15.08267256,-3.114711518,7.309763135,3.654881567,15.00247
DF,MTG_limbs,rh,-6.162237972,1.336439974,13.65969562,6.829847812,26.98136
ENK05/ENK05_190317_19993_time_03_1,pSTS_faces,lh,5.788625371,4.230594583,7.314728012,3.657364006,16.2009
ENK05/ENK05_190317_19993_time_03_1,MTG_limbs,lh,5.207047284,5.897722669,17.50406968,8.75203484,46.02819
CLC06/CLC06_190912_21275_time_04_1,pSTS_faces,lh,10.17726033,-10.65577484,13.60757864,6.803789318,8.819137
CLC06/CLC06_190912_21275_time_04_1,MTG_limbs,lh,11.31044074,0.357946802,12.34784639,6.173923195,18.51623
ENK05/ENK05_191208_21930_time_04_1,pSTS_faces,lh,10.87452763,-5.028680009,11.3129217,5.656460852,16.29939
ENK05/ENK05_191208_21930_time_04_1,MTG_limbs,lh,12.5945516,10.82673427,16.18123787,8.090618934,25.48424
INW06/INW06_191103_21656_time_04_1,pSTS_faces,lh,13.70901331,2.463266819,8.567037966,4.283518983,20.98609
INW06/INW06_191103_21656_time_04_1,MTG_limbs,lh,7.865620557,-6.300452844,10.11615391,5.058076957,10.08005
RJ09/RJ09_190914_21289_time_04_1,MTG_limbs,lh,10.34790897,0.409277152,16.03449563,8.017247814,58.94438
CS11/CS11_190203_19652_time_03_1,MTG_limbs,lh,9.066712111,4.516668664,22.26345417,11.13172708,55.10663
GEJA09/GEJA09_190921_21343_time_04_1,pSTS_faces,lh,16.22690149,-3.241600908,9.009669675,4.504834837,46.52943
GEJA09/GEJA09_190921_21343_time_04_1,MTG_limbs,lh,11.23782832,-1.425496854,21.2514155,10.62570775,65.62492
MDT09/MDT09_191006_21450_time_03_1,pSTS_faces,lh,4.086063015,-0.400412983,7.783755589,3.891877794,19.0521
MDT09/MDT09_191006_21450_time_03_1,MTG_limbs,lh,10.73397164,-1.720681973,13.44305591,6.721527956,27.6554
DAPA10/DAPA10_190112_19476_time_03_1,pSTS_faces,lh,13.32317732,-2.7120873,5.28166697,2.640833485,13.9541
DAPA10/DAPA10_190112_19476_time_03_1,MTG_limbs,lh,8.005663056,-7.857804084,11.7523666,5.876183302,14.5766
STM10/STM10_190903_21220_time_03_1,MTG_limbs,lh,12.70741195,4.372789316,10.60548884,5.302744418,19.79561
DAPA10/DAPA10_191012_21490_time_04_1,pSTS_faces,lh,14.29868167,2.137982669,8.730825406,4.365412703,20.03056
DAPA10/DAPA10_191012_21490_time_04_1,MTG_limbs,lh,9.059150531,2.217762372,10.60931996,5.30465998,17.30994
CGSA11/CGSA11_190921_21340_time_04_1,pSTS_faces,lh,10.72062848,5.267167129,12.42050057,6.210250286,20.60227
CGSA11/CGSA11_190921_21340_time_04_1,MTG_limbs,lh,9.974853699,3.388256045,12.22706158,6.11353079,27.59072
OS12/OS12_190725_20947_time_06_1,pSTS_faces,lh,13.05004088,-10.9338423,6.488217898,3.244108949,6.814347
OS12/OS12_190725_20947_time_06_1,MTG_limbs,lh,5.089890976,9.749493086,12.60931392,6.30465696,47.48758
CR24,MTG_limbs,lh,11.59301523,-5.216720801,8.321393508,4.160696754,19.77805
CS22,MTG_limbs,lh,11.83505743,-10.39843773,5.980379614,2.990189807,16.81825
EM,pSTS_faces,lh,12.01863646,1.75668086,9.49728498,4.74864249,11.80073
EM,MTG_limbs,lh,10.88726802,-0.155136646,12.01528575,6.007642873,17.78158
ES,MTG_limbs,lh,11.50280997,-1.115738068,18.10317882,9.05158941,68.44314
JEW23,pSTS_faces,lh,8.222490105,-5.649887535,10.05943851,5.029719254,71.03648
JEW23,MTG_limbs,lh,5.521698709,-4.799343816,12.81469339,6.407346696,45.62419
JP23,pSTS_faces,lh,15.08600448,-7.028064345,7.209842372,3.604921186,23.16893
JP23,MTG_limbs,lh,8.248670294,-4.438860114,13.89448355,6.947241774,14.58457
JW,pSTS_faces,lh,12.93950188,3.143215679,13.88091268,6.94045634,32.57475
JW,MTG_limbs,lh,15.72507705,-1.961746297,10.82324085,5.411620426,51.29119
KM25,pSTS_faces,lh,5.429714637,6.84013924,9.022569752,4.511284876,16.307
KM25,MTG_limbs,lh,0.458527292,8.109876882,14.41478,7.207389999,18.72782
MG,pSTS_faces,lh,8.861406238,7.146844764,9.967823031,4.983911516,25.7374
MG,MTG_limbs,lh,9.391736399,1.773728744,17.71588274,8.857941371,25.51724
MJH25,MTG_limbs,lh,6.987508207,-0.253301251,13.5547346,6.777367301,16.05927
MN,MTG_limbs,lh,11.91192906,7.244572857,7.40576868,3.70288434,27.41466
MW23,pSTS_faces,lh,12.18634677,-4.703780261,11.82683936,5.91341968,14.23988
MW23,MTG_limbs,lh,11.57172761,-1.288590416,10.74556309,5.372781543,13.97587
MZ23,MTG_limbs,lh,11.57516422,2.036693826,10.88171403,5.440857016,23.12886
NAV22,pSTS_faces,lh,7.319581423,13.29866029,12.85726597,6.428632987,25.01336
NAV22,MTG_limbs,lh,7.145598492,10.00031272,14.44851426,7.224257128,54.18083
NC24,MTG_limbs,lh,11.32576574,0.328193176,12.89568015,6.447840075,20.32575
SP,pSTS_faces,lh,9.622385133,4.66300146,13.31224437,6.656122183,14.89841
SP,MTG_limbs,lh,8.113125386,6.509993237,12.64425766,6.322128828,18.46017
ST25,MTG_limbs,lh,11.76894176,-1.806911934,8.986762348,4.493381174,15.51788
TH,MTG_limbs,lh,7.982245385,-4.580551729,13.45411381,6.727056906,16.06457
TL24,MTG_limbs,lh,12.23596546,-5.249756251,8.39785576,4.19892788,8.417056
JG24,MTG_limbs,lh,10.82082104,1.40754763,14.37701225,7.188506123,15.80968
KG22,MTG_limbs,lh,6.756050383,-2.035802291,12.64125658,6.320628292,16.69275
VN26,pSTS_faces,lh,14.70139478,4.410891769,10.17050416,5.085252078,16.28488
VN26,MTG_limbs,lh,9.716188606,1.611778397,13.75914206,6.87957103,15.66229
DRS22,MTG_limbs,lh,11.50627178,5.479240959,13.0379668,6.518983402,18.56639
MBA24,MTG_limbs,lh,13.34201676,-3.258048991,11.57559124,5.78779562,67.0363
DF,pSTS_faces,lh,14.09695228,-8.106273691,5.491983939,2.74599197,12.15318
DF,MTG_limbs,lh,9.500280055,2.892902115,12.94479895,6.472399473,44.20407
EM,blank,zh,NA,NA,NA,NA,NA
EM,blank,rh,NA,NA,NA,NA,NA
EM,blank,lh,NA,NA,NA,NA,NA
EM,blank,mh,NA,NA,NA,NA,NA
EM,blank1,zh,NA,NA,NA,NA,NA
EM,blank1,rh,NA,NA,NA,NA,NA
EM,blank1,lh,NA,NA,NA,NA,NA
EM,blank1,mh,NA,NA,NA,NA,NA
